最速下降法:
第1次迭代：f(x_i)=7.711096853704860e-01, x_1=1.612607637710941e-01,x_2=0.000000000000000e+00
第2711次迭代：f(x_i)=1.807687438094812e-04, x_1=9.865752171157810e-01,x_2=9.732569061748302e-01
第2712次迭代：f(x_i)=1.804325886448786e-04, x_1=9.865684049154166e-01,x_2=9.733014561914095e-01
第2713次迭代：f(x_i)=1.800969731450808e-04, x_1=9.866001946965477e-01,x_2=9.733063105569484e-01
第2714次迭代：f(x_i)=1.797623109564164e-04, x_1=9.865933810470461e-01,x_2=9.733507263819849e-01
第2715次迭代：f(x_i)=1.794281972727933e-04, x_1=9.866250865158784e-01,x_2=9.733555843688568e-01
第2716次迭代：f(x_i)=1.790946027340270e-04, x_1=9.866183033317852e-01,x_2=9.733999294016534e-01
第2717次迭代：f(x_i)=1.787617709623136e-04, x_1=9.866499476476115e-01,x_2=9.734047793572834e-01
第2718次迭代：f(x_i)=1.784294533574521e-04, x_1=9.866431755377761e-01,x_2=9.734490416242494e-01
第2719次迭代：f(x_i)=1.780978599371552e-04, x_1=9.866747629769386e-01,x_2=9.734538814603352e-01
第2720次迭代：f(x_i)=1.777668526049179e-04, x_1=9.866679977790047e-01,x_2=9.734980632170577e-01
第2721次迭代：f(x_i)=1.774364544951185e-04, x_1=9.866995325873074e-01,x_2=9.735028908607501e-01
第2722次迭代：f(x_i)=1.771067902262898e-04, x_1=9.866927737812039e-01,x_2=9.735469707809651e-01
第2723次迭代：f(x_i)=1.767777171656522e-04, x_1=9.867242415075143e-01,x_2=9.735517936282850e-01
第2724次迭代：f(x_i)=1.764492561055394e-04, x_1=9.867175000336622e-01,x_2=9.735957881371590e-01
第2725次迭代：f(x_i)=1.761214647930698e-04, x_1=9.867489049302338e-01,x_2=9.736006041114866e-01
第2726次迭代：f(x_i)=1.757942400669138e-04, x_1=9.867421766516913e-01,x_2=9.736445154506334e-01
第2727次迭代：f(x_i)=1.754676877765715e-04, x_1=9.867735229371817e-01,x_2=9.736493224923473e-01
第2728次迭代：f(x_i)=1.751417320325691e-04, x_1=9.867668037488367e-01,x_2=9.736931528868195e-01
第2729次迭代：f(x_i)=1.748163765677548e-04, x_1=9.867980956106694e-01,x_2=9.736979489520999e-01
第2730次迭代：f(x_i)=1.744917219862850e-04, x_1=9.867913872450903e-01,x_2=9.737416627636013e-01
第2731次迭代：f(x_i)=1.741677959999392e-04, x_1=9.868226190485958e-01,x_2=9.737464641156949e-01
第2732次迭代：f(x_i)=1.738445998294174e-04, x_1=9.868159035864522e-01,x_2=9.737900707116643e-01
第2733次迭代：f(x_i)=1.735219332731327e-04, x_1=9.868470731725602e-01,x_2=9.737948651855637e-01
第2734次迭代：f(x_i)=1.731999525394739e-04, x_1=9.868403707976150e-01,x_2=9.738383894627615e-01
第2735次迭代：f(x_i)=1.728785038240056e-04, x_1=9.868714823141577e-01,x_2=9.738431750341916e-01
第2736次迭代：f(x_i)=1.725577701655490e-04, x_1=9.868647925753843e-01,x_2=9.738865959134446e-01
第2737次迭代：f(x_i)=1.722376656808176e-04, x_1=9.868958316716360e-01,x_2=9.738913799248765e-01
第2738次迭代：f(x_i)=1.719180428683257e-04, x_1=9.868891596512164e-01,x_2=9.739347511549002e-01
第2739次迭代：f(x_i)=1.715989709129231e-04, x_1=9.869201402493766e-01,x_2=9.739395133991643e-01
第2740次迭代：f(x_i)=1.712803673606191e-04, x_1=9.869134920811712e-01,x_2=9.739828532428597e-01
第2741次迭代：f(x_i)=1.709622465291743e-04, x_1=9.869444104929861e-01,x_2=9.739875875260341e-01
第2742次迭代：f(x_i)=1.706444918376965e-04, x_1=9.869378010363412e-01,x_2=9.740309096982760e-01
第2743次迭代：f(x_i)=1.703273212955671e-04, x_1=9.869686894842344e-01,x_2=9.740356211546540e-01
第2744次迭代：f(x_i)=1.700110501293488e-04, x_1=9.869620740330022e-01,x_2=9.740787939341009e-01
第2745次迭代：f(x_i)=1.696953899327661e-04, x_1=9.869928704277690e-01,x_2=9.740835140757316e-01
第2746次迭代：f(x_i)=1.693800325624438e-04, x_1=9.869862856253049e-01,x_2=9.741266732635696e-01
第2747次迭代：f(x_i)=1.690652436899743e-04, x_1=9.870170600748771e-01,x_2=9.741313666698632e-01
第2748次迭代：f(x_i)=1.687514293569240e-04, x_1=9.870104671413076e-01,x_2=9.741743438034109e-01
第2749次迭代：f(x_i)=1.684383336497288e-04, x_1=9.870411604192829e-01,x_2=9.741790617465242e-01
第2750次迭代：f(x_i)=1.681258595110838e-04, x_1=9.870345659821859e-01,x_2=9.742219438449644e-01
第2751次迭代：f(x_i)=1.678139480654136e-04, x_1=9.870652017397790e-01,x_2=9.742266532122480e-01
第2752次迭代：f(x_i)=1.675026799027192e-04, x_1=9.870586187879965e-01,x_2=9.742694420330550e-01
第2753次迭代：f(x_i)=1.671920138227024e-04, x_1=9.870891897892247e-01,x_2=9.742741465623953e-01
第2754次迭代：f(x_i)=1.668818809896846e-04, x_1=9.870826213080182e-01,x_2=9.743168668806671e-01
第2755次迭代：f(x_i)=1.665723205294460e-04, x_1=9.871131427724621e-01,x_2=9.743215589416153e-01
第2756次迭代：f(x_i)=1.662634532631887e-04, x_1=9.871065815193369e-01,x_2=9.743641674179082e-01
第2757次迭代：f(x_i)=1.659552210840784e-04, x_1=9.871370280800038e-01,x_2=9.743688599264420e-01
第2758次迭代：f(x_i)=1.656473871827707e-04, x_1=9.871304881529602e-01,x_2=9.744114177554490e-01
第2759次迭代：f(x_i)=1.653401833905442e-04, x_1=9.871608930708119e-01,x_2=9.744160939480867e-01
第2760次迭代：f(x_i)=1.650336734950241e-04, x_1=9.871543526719678e-01,x_2=9.744585442429378e-01
第2761次迭代：f(x_i)=1.647277196600771e-04, x_1=9.871846906334849e-01,x_2=9.744632170078267e-01
第2762次迭代：f(x_i)=1.644223027816487e-04, x_1=9.871781660066300e-01,x_2=9.745056066829890e-01
第2763次迭代：f(x_i)=1.641174004435204e-04, x_1=9.872084589820356e-01,x_2=9.745102649725922e-01
第2764次迭代：f(x_i)=1.638132655662137e-04, x_1=9.872019409197675e-01,x_2=9.745525231145017e-01
第2765次迭代：f(x_i)=1.635097934170058e-04, x_1=9.872321652286085e-01,x_2=9.745571919027607e-01
第2766次迭代：f(x_i)=1.632069260002865e-04, x_1=9.872256490033625e-01,x_2=9.745993550494184e-01
第2767次迭代：f(x_i)=1.629046288922315e-04, x_1=9.872558134366355e-01,x_2=9.746040170449888e-01
第2768次迭代：f(x_i)=1.626028985274108e-04, x_1=9.872493097803910e-01,x_2=9.746461008370766e-01
第2769次迭代：f(x_i)=1.623017387946031e-04, x_1=9.872794182184652e-01,x_2=9.746507541491035e-01
第2770次迭代：f(x_i)=1.620011739508461e-04, x_1=9.872729233579312e-01,x_2=9.746927606353993e-01
第2771次迭代：f(x_i)=1.617011143895253e-04, x_1=9.873029796526362e-01,x_2=9.746974033874487e-01
第2772次迭代：f(x_i)=1.614017430507766e-04, x_1=9.872964954762640e-01,x_2=9.747392981960773e-01
第2773次迭代：f(x_i)=1.611029997916586e-04, x_1=9.873264745093426e-01,x_2=9.747439431742839e-01
第2774次迭代：f(x_i)=1.608045965886598e-04, x_1=9.873200115038525e-01,x_2=9.747858090077299e-01
第2775次迭代：f(x_i)=1.605067239234801e-04, x_1=9.873499445269682e-01,x_2=9.747904276745987e-01
第2776次迭代：f(x_i)=1.602093600519299e-04, x_1=9.873434976631039e-01,x_2=9.748322462977800e-01
第2777次迭代：f(x_i)=1.599124376229613e-04, x_1=9.873733633376098e-01,x_2=9.748368416596374e-01
第2778次迭代：f(x_i)=1.596157990294952e-04, x_1=9.873669591045114e-01,x_2=9.748786536802458e-01
第2779次迭代：f(x_i)=1.593197288141004e-04, x_1=9.873967996658463e-01,x_2=9.748832250966338e-01
第2780次迭代：f(x_i)=1.590245029864712e-04, x_1=9.873903882498777e-01,x_2=9.749248809904012e-01
第2781次迭代：f(x_i)=1.587299045389976e-04, x_1=9.874201636505026e-01,x_2=9.749294693847098e-01
第2782次迭代：f(x_i)=1.584360517193711e-04, x_1=9.874137431280549e-01,x_2=9.749710039197202e-01
第2783次迭代：f(x_i)=1.581426991907539e-04, x_1=9.874434473683968e-01,x_2=9.749755918152661e-01
第2784次迭代：f(x_i)=1.578498428744899e-04, x_1=9.874370480236887e-01,x_2=9.750170642958191e-01
第2785次迭代：f(x_i)=1.575575463444807e-04, x_1=9.874667025863216e-01,x_2=9.750216408928620e-01
第2786次迭代：f(x_i)=1.572658674393744e-04, x_1=9.874603099204985e-01,x_2=9.750630177431134e-01
第2787次迭代：f(x_i)=1.569747439384735e-04, x_1=9.874899008911144e-01,x_2=9.750675901549452e-01
第2788次迭代：f(x_i)=1.566841165449873e-04, x_1=9.874835220605661e-01,x_2=9.751089088627567e-01
第2789次迭代：f(x_i)=1.563939782812216e-04, x_1=9.875130707964336e-01,x_2=9.751134663534116e-01
第2790次迭代：f(x_i)=1.561045812261572e-04, x_1=9.875066969375643e-01,x_2=9.751546576516805e-01
第2791次迭代：f(x_i)=1.558157895695795e-04, x_1=9.875361801560608e-01,x_2=9.751592246765980e-01
第2792次迭代：f(x_i)=1.555276070455648e-04, x_1=9.875298068629992e-01,x_2=9.752003241154132e-01
第2793次迭代：f(x_i)=1.552399212153125e-04, x_1=9.875592329627562e-01,x_2=9.752048838924954e-01
第2794次迭代：f(x_i)=1.549528282087624e-04, x_1=9.875528729350083e-01,x_2=9.752458930548820e-01
第2795次迭代：f(x_i)=1.546663059282446e-04, x_1=9.875822347615952e-01,x_2=9.752504492754005e-01
第2796次迭代：f(x_i)=1.543802359798063e-04, x_1=9.875758910288357e-01,x_2=9.752913918965658e-01
第2797次迭代：f(x_i)=1.540947498764520e-04, x_1=9.876052030981505e-01,x_2=9.752959372865132e-01
第2798次迭代：f(x_i)=1.538098217257287e-04, x_1=9.875988654677225e-01,x_2=9.753367935720945e-01
第2799次迭代：f(x_i)=1.535254296662292e-04, x_1=9.876281206116604e-01,x_2=9.753413318293478e-01
第2800次迭代：f(x_i)=1.532415767847651e-04, x_1=9.876217942430167e-01,x_2=9.753821118578779e-01
第2801次迭代：f(x_i)=1.529582444836813e-04, x_1=9.876509961045030e-01,x_2=9.753866412099340e-01
第2802次迭代：f(x_i)=1.526754925608673e-04, x_1=9.876446808535728e-01,x_2=9.754273250258567e-01
第2803次迭代：f(x_i)=1.523933337052134e-04, x_1=9.876738156341713e-01,x_2=9.754318525246353e-01
第2804次迭代：f(x_i)=1.521115603834809e-04, x_1=9.876675165138163e-01,x_2=9.754724905259252e-01
第2805次迭代：f(x_i)=1.518303026242568e-04, x_1=9.876965971649633e-01,x_2=9.754769972511144e-01
第2806次迭代：f(x_i)=1.515494275513593e-04, x_1=9.876903199028361e-01,x_2=9.755176066229508e-01
第2807次迭代：f(x_i)=1.512689988349211e-04, x_1=9.877193430390768e-01,x_2=9.755220867097089e-01
第2808次迭代：f(x_i)=1.509888737905483e-04, x_1=9.877131014049985e-01,x_2=9.755626804466764e-01
第2809次迭代：f(x_i)=1.507092714465026e-04, x_1=9.877420974988701e-01,x_2=9.755671386377686e-01
第2810次迭代：f(x_i)=1.504304536977480e-04, x_1=9.877358497146584e-01,x_2=9.756075927940733e-01
第2811次迭代：f(x_i)=1.501521736205499e-04, x_1=9.877647599492532e-01,x_2=9.756120589159561e-01
第2812次迭代：f(x_i)=1.498741588182527e-04, x_1=9.877585407091435e-01,x_2=9.756525010164949e-01
第2813次迭代：f(x_i)=1.495966399985394e-04, x_1=9.877874309442969e-01,x_2=9.756569418203019e-01
第2814次迭代：f(x_i)=1.493199806400945e-04, x_1=9.877812040816358e-01,x_2=9.756972133640063e-01
第2815次迭代：f(x_i)=1.490439497198968e-04, x_1=9.878100180614428e-01,x_2=9.757016773161139e-01
第2816次迭代：f(x_i)=1.487684609005091e-04, x_1=9.878037904904655e-01,x_2=9.757418597478651e-01
第2817次迭代：f(x_i)=1.484934755097375e-04, x_1=9.878325499244552e-01,x_2=9.757463159960410e-01
第2818次迭代：f(x_i)=1.482190369138145e-04, x_1=9.878263341387962e-01,x_2=9.757864108262421e-01
第2819次迭代：f(x_i)=1.479451530137483e-04, x_1=9.878550319517247e-01,x_2=9.757908630189104e-01
第2820次迭代：f(x_i)=1.476717003453759e-04, x_1=9.878488309947435e-01,x_2=9.758308934139631e-01
第2821次迭代：f(x_i)=1.473987968451540e-04, x_1=9.878774812907485e-01,x_2=9.758353344856504e-01
第2822次迭代：f(x_i)=1.471264429845907e-04, x_1=9.878712852828491e-01,x_2=9.758752810460091e-01
第2823次迭代：f(x_i)=1.468545759635575e-04, x_1=9.878998809745564e-01,x_2=9.758797146509652e-01
第2824次迭代：f(x_i)=1.465832565852253e-04, x_1=9.878936950390093e-01,x_2=9.759195871916695e-01
第2825次迭代：f(x_i)=1.463123939617993e-04, x_1=9.879222396059762e-01,x_2=9.759240116387521e-01
第2826次迭代：f(x_i)=1.460421329081594e-04, x_1=9.879160636838840e-01,x_2=9.759637906061379e-01
第2827次迭代：f(x_i)=1.457723841730353e-04, x_1=9.879445435577878e-01,x_2=9.759682128271736e-01
第2828次迭代：f(x_i)=1.455030638290818e-04, x_1=9.879383846710096e-01,x_2=9.760079342653062e-01
第2829次迭代：f(x_i)=1.452342560122045e-04, x_1=9.879668203308815e-01,x_2=9.760123439703672e-01
第2830次迭代：f(x_i)=1.449660412284829e-04, x_1=9.879606647319031e-01,x_2=9.760519755712047e-01
第2831次迭代：f(x_i)=1.446982835006685e-04, x_1=9.879890426230579e-01,x_2=9.760563796847629e-01
第2832次迭代：f(x_i)=1.444310570216737e-04, x_1=9.879829006462536e-01,x_2=9.760959360652589e-01
第2833次迭代：f(x_i)=1.441643177936268e-04, x_1=9.880112242085600e-01,x_2=9.761003329157193e-01
第2834次迭代：f(x_i)=1.438981031371462e-04, x_1=9.880050925132627e-01,x_2=9.761398158950102e-01
第2835次迭代：f(x_i)=1.436323512170063e-04, x_1=9.880333651605828e-01,x_2=9.761442038238958e-01
第2836次迭代：f(x_i)=1.433671715724800e-04, x_1=9.880272404308240e-01,x_2=9.761836152082628e-01
第2837次迭代：f(x_i)=1.431023761362129e-04, x_1=9.880554655527294e-01,x_2=9.761879925693464e-01
第2838次迭代：f(x_i)=1.428382541614126e-04, x_1=9.880493498222267e-01,x_2=9.762272999171063e-01
第2839次迭代：f(x_i)=1.425746081111557e-04, x_1=9.880775035261412e-01,x_2=9.762316788618589e-01
第2840次迭代：f(x_i)=1.423113431519013e-04, x_1=9.880714101302454e-01,x_2=9.762709387008593e-01
第2841次迭代：f(x_i)=1.420485923311187e-04, x_1=9.880995230559714e-01,x_2=9.762753038010742e-01
第2842次迭代：f(x_i)=1.417864305823717e-04, x_1=9.880934320827603e-01,x_2=9.763144633042845e-01
第2843次迭代：f(x_i)=1.415247668308364e-04, x_1=9.881214803960418e-01,x_2=9.763188266812562e-01
第2844次迭代：f(x_i)=1.412635085501661e-04, x_1=9.881154051688102e-01,x_2=9.763579421465552e-01
第2845次迭代：f(x_i)=1.410026801935618e-04, x_1=9.881434193566123e-01,x_2=9.763622884499094e-01
第2846次迭代：f(x_i)=1.407425690104469e-04, x_1=9.881373433487968e-01,x_2=9.764012862236928e-01
第2847次迭代：f(x_i)=1.404829029668533e-04, x_1=9.881652828933319e-01,x_2=9.764056360108440e-01
第2848次迭代：f(x_i)=1.402236044637821e-04, x_1=9.881592295978054e-01,x_2=9.764446057471654e-01
第2849次迭代：f(x_i)=1.399647149436504e-04, x_1=9.881871123723521e-01,x_2=9.764489307337049e-01
第2850次迭代：f(x_i)=1.397060934510322e-04, x_1=9.881810929061481e-01,x_2=9.764878979155076e-01
第2851次迭代：f(x_i)=1.394478933219077e-04, x_1=9.882089585913288e-01,x_2=9.764921974177139e-01
第2852次迭代：f(x_i)=1.391905454211849e-04, x_1=9.882029266584067e-01,x_2=9.765310221155992e-01
第2853次迭代：f(x_i)=1.389335776175772e-04, x_1=9.882307081492888e-01,x_2=9.765353301337505e-01
第2854次迭代：f(x_i)=1.386769533368800e-04, x_1=9.882247087378058e-01,x_2=9.765741218142642e-01
第2855次迭代：f(x_i)=1.384208348742414e-04, x_1=9.882524528178311e-01,x_2=9.765784147582003e-01
第2856次迭代：f(x_i)=1.381653091070413e-04, x_1=9.882464529470082e-01,x_2=9.766171087425309e-01
第2857次迭代：f(x_i)=1.379102276191455e-04, x_1=9.882741360978230e-01,x_2=9.766213985710632e-01
第2858次迭代：f(x_i)=1.376556050421116e-04, x_1=9.882681521641106e-01,x_2=9.766600296517572e-01
第2859次迭代：f(x_i)=1.374014484375982e-04, x_1=9.882957878814171e-01,x_2=9.766643096072972e-01
第2860次迭代：f(x_i)=1.371478334395822e-04, x_1=9.882898104658441e-01,x_2=9.767028590013177e-01
第2861次迭代：f(x_i)=1.368946548571032e-04, x_1=9.883173918048386e-01,x_2=9.767071326617095e-01
第2862次迭代：f(x_i)=1.366419866912395e-04, x_1=9.883114259558092e-01,x_2=9.767456097894072e-01
第2863次迭代：f(x_i)=1.363897570435733e-04, x_1=9.883389561646985e-01,x_2=9.767498755784383e-01
第2864次迭代：f(x_i)=1.361380571943917e-04, x_1=9.883330019315598e-01,x_2=9.767882615146739e-01
第2865次迭代：f(x_i)=1.358868793474438e-04, x_1=9.883604678198239e-01,x_2=9.767925261674780e-01
第2866次迭代：f(x_i)=1.356360373053537e-04, x_1=9.883545301082816e-01,x_2=9.768308683816916e-01
第2867次迭代：f(x_i)=1.353856698432180e-04, x_1=9.883819614386774e-01,x_2=9.768351169162012e-01
第2868次迭代：f(x_i)=1.351359196100467e-04, x_1=9.883760209241175e-01,x_2=9.768733637917997e-01
第2869次迭代：f(x_i)=1.348865464102655e-04, x_1=9.884033943795710e-01,x_2=9.768776080626760e-01
第2870次迭代：f(x_i)=1.346376966218645e-04, x_1=9.883974692953196e-01,x_2=9.769157812908047e-01
第2871次迭代：f(x_i)=1.343892889884830e-04, x_1=9.884247880904196e-01,x_2=9.769200197383141e-01
第2872次迭代：f(x_i)=1.341413608395067e-04, x_1=9.884188753173238e-01,x_2=9.769581210205129e-01
第2873次迭代：f(x_i)=1.338938904518527e-04, x_1=9.884461426413881e-01,x_2=9.769623520976572e-01
第2874次迭代：f(x_i)=1.336469048238543e-04, x_1=9.884402390843713e-01,x_2=9.770003831229530e-01
第2875次迭代：f(x_i)=1.334003437104261e-04, x_1=9.884674581030030e-01,x_2=9.770046052946825e-01
第2876次迭代：f(x_i)=1.331543211756977e-04, x_1=9.884615658215917e-01,x_2=9.770425347045572e-01
第2877次迭代：f(x_i)=1.329088498194890e-04, x_1=9.884887133977822e-01,x_2=9.770467597325889e-01
第2878次迭代：f(x_i)=1.326636022508354e-04, x_1=9.884828402486379e-01,x_2=9.770846750035900e-01
第2879次迭代：f(x_i)=1.324187773259371e-04, x_1=9.885099720300468e-01,x_2=9.770888748214182e-01
第2880次迭代：f(x_i)=1.321747407585623e-04, x_1=9.885040880631004e-01,x_2=9.771266392369715e-01
第2881次迭代：f(x_i)=1.319311566043892e-04, x_1=9.885311568352838e-01,x_2=9.771308565213800e-01
第2882次迭代：f(x_i)=1.316882114095905e-04, x_1=9.885252693071978e-01,x_2=9.771685088117160e-01
第2883次迭代：f(x_i)=1.314456887277542e-04, x_1=9.885522687876457e-01,x_2=9.771727280569992e-01
第2884次迭代：f(x_i)=1.312035214548077e-04, x_1=9.885464036997672e-01,x_2=9.772103345790289e-01
第2885次迭代：f(x_i)=1.309618275600402e-04, x_1=9.885733632158875e-01,x_2=9.772145410246860e-01
第2886次迭代：f(x_i)=1.307206636009493e-04, x_1=9.885675015894545e-01,x_2=9.772520510075827e-01
第2887次迭代：f(x_i)=1.304799760195485e-04, x_1=9.885943980782275e-01,x_2=9.772562563760470e-01
第2888次迭代：f(x_i)=1.302396305878617e-04, x_1=9.885885528354188e-01,x_2=9.772937237836522e-01
第2889次迭代：f(x_i)=1.299997189399345e-04, x_1=9.886154154759645e-01,x_2=9.772979133898567e-01
第2890次迭代：f(x_i)=1.297604152357241e-04, x_1=9.886095708991102e-01,x_2=9.773352674575025e-01
第2891次迭代：f(x_i)=1.295215811569164e-04, x_1=9.886363779266787e-01,x_2=9.773394638437612e-01
第2892次迭代：f(x_i)=1.292833002409737e-04, x_1=9.886305326337498e-01,x_2=9.773767241566972e-01
第2893次迭代：f(x_i)=1.290454274554180e-04, x_1=9.886572811701414e-01,x_2=9.773809173634098e-01
第2894次迭代：f(x_i)=1.288079865134940e-04, x_1=9.886514531485815e-01,x_2=9.774181050532009e-01
第2895次迭代：f(x_i)=1.285710483655914e-04, x_1=9.886781462602475e-01,x_2=9.774222935940986e-01
第2896次迭代：f(x_i)=1.283344669132056e-04, x_1=9.886723274538882e-01,x_2=9.774594427319960e-01
第2897次迭代：f(x_i)=1.280982373750324e-04, x_1=9.886989768500282e-01,x_2=9.774636093397453e-01
第2898次迭代：f(x_i)=1.278624481435537e-04, x_1=9.886931775494303e-01,x_2=9.775007033278816e-01
第2899次迭代：f(x_i)=1.276270659247666e-04, x_1=9.887197822486921e-01,x_2=9.775048599763760e-01
第2900次迭代：f(x_i)=1.273922116584511e-04, x_1=9.887139897761668e-01,x_2=9.775418684443337e-01
第2901次迭代：f(x_i)=1.271577739227716e-04, x_1=9.887405368228577e-01,x_2=9.775460217449238e-01
第2902次迭代：f(x_i)=1.269237505375526e-04, x_1=9.887347579687155e-01,x_2=9.775829782103304e-01
第2903次迭代：f(x_i)=1.266901089863532e-04, x_1=9.887612662938676e-01,x_2=9.775871186585631e-01
第2904次迭代：f(x_i)=1.264570576882531e-04, x_1=9.887554935079779e-01,x_2=9.776239606389683e-01
第2905次迭代：f(x_i)=1.262245060611049e-04, x_1=9.887819415651017e-01,x_2=9.776281105154256e-01
第2906次迭代：f(x_i)=1.259924081036269e-04, x_1=9.887761716325645e-01,x_2=9.776648695840464e-01
第2907次迭代：f(x_i)=1.257607587355531e-04, x_1=9.888025663331326e-01,x_2=9.776690141291399e-01
第2908次迭代：f(x_i)=1.255295108605126e-04, x_1=9.887968091600160e-01,x_2=9.777057037618997e-01
